ds,y0
2008-04-13,1189.0
2008-04-14,1671.0
2008-04-15,1793.0
2008-04-16,1613.0
2008-04-17,2171.0
2008-04-18,2184.0
2008-04-19,1421.0
2008-04-20,3446.0
2008-04-21,6087.0
2008-04-22,3265.0
2008-04-23,2541.0
2008-04-24,2098.0
2008-04-25,3044.0
2008-04-26,2515.0
2008-04-27,2270.0
2008-04-28,2530.0
2008-04-29,2052.0
2008-04-30,2089.0
2008-05-01,1898.0
2008-05-02,1704.0
2008-05-03,1180.0
2008-05-04,1126.0
2008-05-05,1623.0
2008-05-06,1470.0
2008-05-07,1574.0
2008-05-08,1831.0
2008-05-09,1738.0
2008-05-10,1230.0
2008-05-11,1243.0
2008-05-12,1730.0
2008-05-13,1506.0
2008-05-14,1653.0
2008-05-15,1640.0
2008-05-16,1472.0
2008-05-17,1085.0
2008-05-18,1089.0
2008-05-19,1688.0
2008-05-20,1575.0
2008-05-21,1728.0
2008-05-22,1585.0
2008-05-23,1266.0
2008-05-24,930.0
2008-05-25,983.0
2008-05-26,1069.0
2008-05-27,1431.0
2008-05-28,1437.0
2008-05-29,1430.0
2008-05-30,1284.0
2008-05-31,959.0
2008-06-03,1279.0
2008-06-04,1362.0
2008-06-05,1342.0
2008-06-06,1356.0
2008-06-07,1321.0
2008-06-08,916.0
2008-06-09,975.0
2008-06-10,1317.0
2008-06-11,1398.0
2008-06-12,1330.0
2008-06-13,1318.0
2008-06-14,1065.0
2008-06-15,1010.0
2008-06-16,1370.0
2008-06-17,1567.0
2008-06-18,1398.0
2008-06-19,1371.0
2008-06-20,1291.0
2008-06-21,1396.0
2008-06-22,1082.0
2008-06-23,1057.0
2008-06-24,1409.0
2008-06-25,1288.0
2008-06-26,1252.0
2008-06-27,1202.0
2008-06-28,1110.0
2008-06-29,951.0
2008-06-30,923.0
2008-07-02,1249.0
2008-07-03,1447.0
2008-07-04,1140.0
2008-07-05,983.0
2008-07-06,1051.0
2008-07-07,1474.0
2008-07-08,1803.0
2008-07-09,1496.0
2008-07-10,1346.0
2008-07-11,1370.0
2008-07-12,1419.0
2008-08-01,1679.0
2008-08-02,1233.0
2008-08-03,1408.0
2008-08-04,3932.0
2008-08-05,2011.0
2008-08-06,2088.0
2008-08-07,3018.0
2008-08-08,2780.0
2008-08-09,1824.0
2008-08-10,1847.0
2008-08-11,1978.0
2008-08-12,1809.0
2008-08-13,1588.0
2008-08-14,1612.0
2008-08-15,1484.0
2008-08-16,1444.0
2008-08-17,1623.0
2008-08-18,1839.0
2008-08-19,2722.0
2008-08-20,2260.0
2008-08-21,2144.0
2008-08-22,2057.0
2008-08-23,1687.0
2008-08-24,1958.0
2008-08-25,2831.0
2008-08-26,2430.0
2008-08-27,3003.0
2008-08-28,2418.0
2008-08-29,2522.0
2008-08-30,1835.0
2008-08-31,2054.0
2008-09-01,2579.0
2008-09-02,2878.0
2008-09-03,2312.0
2008-09-04,3232.0
2008-09-05,3866.0
2008-09-06,2368.0
2008-09-07,3560.0
2008-09-08,10740.0
2008-09-09,4182.0
2008-09-10,2516.0
2008-09-11,2462.0
2008-09-12,2482.0
2008-09-13,1910.0
2008-09-14,5193.0
2008-09-15,3670.0
2008-09-16,3241.0
2008-09-17,2419.0
2008-09-18,2145.0
2008-09-19,2080.0
2008-09-20,1901.0
2008-09-21,3825.0
2008-09-22,4040.0
2008-09-23,3384.0
2008-09-24,2222.0
2008-09-25,2130.0
2008-09-26,1857.0
2008-09-27,2768.0
2008-09-28,2756.0
2008-09-29,3084.0
2008-09-30,2266.0
2008-10-01,2196.0
2008-10-02,1719.0
2008-10-03,1622.0
2008-10-04,1550.0
2008-10-05,3299.0
2008-10-06,3486.0
2008-10-07,2896.0
2008-10-08,2625.0
2008-10-09,2070.0
2008-10-10,1974.0
2008-10-11,1544.0
2008-10-12,3560.0
2008-10-13,4192.0
2008-10-14,4801.0
2008-10-15,2627.0
2008-10-16,2247.0
2008-10-17,1791.0
2008-10-18,1597.0
2008-10-19,3215.0
2008-10-20,3517.0
2008-10-23,1969.0
2008-10-24,2013.0
2008-10-25,1433.0
2008-10-26,3103.0
2008-10-27,3325.0
2008-10-28,6680.0
2008-10-29,2315.0
2008-10-30,1774.0
2008-10-31,1551.0
2008-11-01,1404.0
2008-11-02,2802.0
2008-11-03,8397.0
2008-11-04,3106.0
2008-11-05,1646.0
2008-11-06,2904.0
2008-11-07,2364.0
2008-11-08,1757.0
2008-11-09,3072.0
2008-11-10,6182.0
2008-11-11,2799.0
2008-11-12,2133.0
2008-11-13,1959.0
2008-11-14,2232.0
2008-11-15,1424.0
2008-11-16,3123.0
2008-11-17,3273.0
2008-11-18,2362.0
2008-11-19,1802.0
2008-11-20,1905.0
2008-11-21,1803.0
2008-11-22,1499.0
2008-11-23,2804.0
2008-11-24,8593.0
2008-11-25,3620.0
2008-11-26,1843.0
2008-11-27,1903.0
2008-11-28,2239.0
2008-11-29,2010.0
2008-11-30,4910.0
2008-12-01,3991.0
2008-12-02,2683.0
2008-12-03,2417.0
2008-12-04,2112.0
2008-12-05,2019.0
2008-12-06,1865.0
2008-12-07,3757.0
2008-12-08,3001.0
2008-12-09,2588.0
2008-12-10,2202.0
2008-12-11,1990.0
2008-12-12,2289.0
2008-12-13,1558.0
2008-12-14,3076.0
2008-12-15,4422.0
2008-12-16,2499.0
2008-12-17,3251.0
2008-12-18,2372.0
2008-12-19,5937.0
2008-12-20,2315.0
2008-12-21,2866.0
2008-12-22,5567.0
2008-12-23,2971.0
2008-12-24,2040.0
2008-12-25,1689.0
2008-12-26,1742.0
2008-12-27,1718.0
2008-12-28,3833.0
2008-12-29,5194.0
2008-12-30,4088.0
2008-12-31,4064.0
2009-01-01,2342.0
2009-01-02,6689.0
2009-01-03,9154.0
2009-01-04,25689.0
2009-01-05,10592.0
2009-01-06,4602.0
2009-01-07,3421.0
2009-01-08,3118.0
2009-01-09,3748.0
2009-01-10,3433.0
2009-01-11,10053.0
2009-01-12,6203.0
2009-01-13,4965.0
2009-01-14,3308.0
2009-01-15,2836.0
2009-01-16,2571.0
2009-01-17,2114.0
2009-01-18,3116.0
2009-01-19,6641.0
2009-01-20,2514.0
2009-01-21,2386.0
2009-01-22,2794.0
2009-01-23,2148.0
2009-01-24,1617.0
2009-01-25,1829.0
2009-01-26,2129.0
2009-01-27,2415.0
2009-01-28,2460.0
2009-01-29,2502.0
2009-01-30,2715.0
2009-01-31,2213.0
2009-02-01,4806.0
2009-02-02,9410.0
2009-02-03,3172.0
2009-02-04,3186.0
2009-02-05,3164.0
2009-02-06,3132.0
2009-02-07,2350.0
2009-02-08,3287.0
2009-02-09,3036.0
2009-02-10,2032.0
2009-02-11,2547.0
2009-02-12,2365.0
2009-02-13,1864.0
2009-02-14,1529.0
2009-02-15,1372.0
2009-02-16,1663.0
2009-02-17,1681.0
2009-02-18,1632.0
2009-02-19,1800.0
2009-02-20,1635.0
2009-02-21,1106.0
2009-02-22,1234.0
2009-02-23,1779.0
2009-02-24,1942.0
2009-02-25,2097.0
2009-02-26,1762.0
2009-02-27,1759.0
2009-02-28,1355.0
2009-03-01,1546.0
2009-03-02,1776.0
2009-03-03,1654.0
2009-03-04,1641.0
2009-03-05,1725.0
2009-03-06,1675.0
2009-03-07,1194.0
2009-03-08,1354.0
2009-03-09,1566.0
2009-03-10,1487.0
2009-03-11,1747.0
2009-03-12,2615.0
2009-03-13,1406.0
2009-03-14,1186.0
2009-03-15,1368.0
2009-03-16,1532.0
2009-03-17,1469.0
2009-03-18,1479.0
2009-03-19,1456.0
2009-03-20,1483.0
2009-03-21,1167.0
2009-03-22,1315.0
2009-03-23,1818.0
2009-03-24,2630.0
2009-03-25,1956.0
2009-03-26,1583.0
2009-03-27,1418.0
2009-03-28,1160.0
2009-03-29,1813.0
2009-03-30,1708.0
2009-03-31,1775.0
2009-04-01,1776.0
2009-04-02,1843.0
2009-04-03,2121.0
2009-04-04,1400.0
2009-04-05,1384.0
2009-04-06,1544.0
2009-04-07,1671.0
2009-04-08,1794.0
2009-04-09,1503.0
2009-04-10,1263.0
2009-04-11,1107.0
2009-04-12,1197.0
2009-04-13,1487.0
2009-04-14,1595.0
2009-04-15,1831.0
2009-04-16,1840.0
2009-04-17,1594.0
2009-04-18,1263.0
2009-04-19,1289.0
2009-04-20,1781.0
2009-04-21,1831.0
2009-04-22,1711.0
2009-04-23,1762.0
2009-04-24,2147.0
2009-04-25,2546.0
2009-04-26,2763.0
2009-04-27,2511.0
2009-04-28,1972.0
2009-04-29,2059.0
2009-04-30,2230.0
2009-05-01,1857.0
2009-05-02,1331.0
2009-05-03,1419.0
2009-05-04,1727.0
2009-05-05,1775.0
2009-05-06,1918.0
2009-05-07,1711.0
2009-05-08,1537.0
2009-05-09,1256.0
2009-05-10,1194.0
2009-05-11,1440.0
2009-05-12,1828.0
2009-05-13,1806.0
2009-05-14,1710.0
2009-05-15,1641.0
2009-05-16,1009.0
2009-05-17,1072.0
2009-05-18,1777.0
2009-05-19,1659.0
2009-05-20,1591.0
2009-05-21,1531.0
2009-05-22,1628.0
2009-05-23,1137.0
2009-05-24,967.0
2009-05-25,1080.0
2009-05-26,1730.0
2009-05-27,1799.0
2009-05-28,1527.0
2009-05-29,1218.0
2009-05-30,1090.0
2009-05-31,1023.0
2009-06-01,1364.0
2009-06-02,1765.0
2009-06-03,1579.0
2009-06-04,1394.0
2009-06-05,1494.0
2009-06-06,1260.0
2009-06-07,1067.0
2009-06-08,1324.0
2009-06-09,1533.0
2009-06-10,1532.0
2009-06-11,1690.0
2009-06-12,1622.0
2009-06-13,1055.0
2009-06-14,1121.0
2009-06-15,1358.0
2009-06-16,1826.0
2009-06-17,1523.0
2009-06-18,1802.0
2009-06-19,1340.0
2009-06-20,1193.0
2009-06-21,1273.0
2009-06-22,1417.0
2009-06-23,1337.0
2009-06-24,1464.0
2009-06-25,1247.0
2009-06-26,1191.0
2009-06-27,918.0
2009-06-28,1041.0
2009-06-29,1227.0
2009-06-30,1339.0
2009-07-01,1506.0
2009-07-02,1210.0
2009-07-03,1147.0
2009-07-04,1487.0
2009-07-05,2425.0
2009-07-06,2454.0
2009-07-07,1778.0
2009-07-08,1567.0
2009-07-09,1821.0
2009-07-10,1596.0
2009-07-11,1335.0
2009-07-12,1371.0
2009-07-13,1560.0
2009-07-14,1506.0
2009-07-15,1710.0
2009-07-16,1565.0
2009-07-17,1517.0
2009-07-18,1359.0
2009-07-19,1457.0
2009-07-20,1882.0
2009-07-21,1763.0
2009-07-22,2513.0
2009-07-23,2167.0
2009-07-24,2275.0
2009-07-25,1485.0
2009-07-26,1454.0
2009-07-27,1782.0
2009-07-28,2036.0
2009-07-29,2195.0
2009-07-30,1881.0
2009-07-31,1700.0
2009-08-01,1442.0
2009-08-02,1565.0
2009-08-03,2118.0
2009-08-04,2549.0
2009-08-05,4309.0
2009-08-06,3541.0
2009-08-07,2469.0
2009-08-08,1949.0
2009-08-09,2119.0
2009-08-10,2608.0
2009-08-11,2395.0
2009-08-12,2333.0
2009-08-13,2228.0
2009-08-14,3667.0
2009-08-15,2234.0
2009-08-16,2286.0
2009-08-17,2886.0
2009-08-18,4464.0
2009-08-19,3995.0
2009-08-20,2938.0
2009-08-21,5836.0
2009-08-22,2398.0
2009-08-23,2409.0
2009-08-24,2826.0
2009-08-25,3546.0
2009-08-26,2464.0
2009-08-27,2448.0
2009-08-28,3138.0
2009-08-29,2902.0
2009-08-30,2615.0
2009-08-31,3507.0
2009-09-01,3103.0
2009-09-02,2874.0
2009-09-03,2536.0
2009-09-04,2733.0
2009-09-05,2845.0
2009-09-06,3217.0
2009-09-07,2929.0
2009-09-08,3390.0
2009-09-09,2849.0
2009-09-10,3328.0
2009-09-11,3691.0
2009-09-12,3124.0
2009-09-13,7512.0
2009-09-14,5526.0
2009-09-15,5012.0
2009-09-16,3024.0
2009-09-17,3158.0
2009-09-18,3309.0
2009-09-19,2963.0
2009-09-20,4591.0
2009-09-21,16953.0
2009-09-22,26370.0
2009-09-24,4281.0
2009-09-28,20928.0
2009-09-29,6368.0
2009-09-30,3834.0
2009-10-01,3225.0
2009-10-02,3546.0
2009-10-03,2668.0
2009-10-04,8954.0
2009-10-05,12168.0
2009-10-06,9551.0
2009-10-07,4853.0
2009-10-08,4589.0
2009-10-09,3935.0
2009-10-10,4073.0
2009-10-11,6569.0
2009-10-12,29145.0
2009-10-13,8741.0
2009-10-17,5998.0
2009-10-18,8836.0
2009-10-19,7055.0
2009-10-20,5138.0
2009-10-21,4664.0
2009-10-22,3838.0
2009-10-23,3327.0
2009-10-24,3418.0
2009-10-25,6166.0
2009-10-26,11881.0
2009-10-27,5315.0
2009-10-28,3785.0
2009-10-29,3369.0
2009-10-30,3150.0
2009-10-31,2521.0
2009-11-01,7314.0
2009-11-02,6159.0
2009-11-03,5240.0
2009-11-04,3711.0
2009-11-05,3455.0
2009-11-06,2985.0
2009-11-07,2415.0
2009-11-08,6714.0
2009-11-09,8121.0
2009-11-10,5394.0
2009-11-11,3952.0
2009-11-12,4746.0
2009-11-13,4889.0
2009-11-14,4470.0
2009-11-16,38511.0
2009-11-17,9178.0
2009-11-18,6197.0
2009-11-19,5059.0
2009-11-20,4940.0
2009-11-21,3930.0
2009-11-23,9172.0
2009-11-24,5356.0
2009-11-25,4087.0
2009-11-26,5774.0
2009-11-27,7523.0
2009-11-28,4635.0
2009-11-29,10176.0
2009-11-30,10559.0
2009-12-01,10667.0
2009-12-02,4416.0
2009-12-03,5352.0
2009-12-04,4554.0
2009-12-05,4179.0
2009-12-06,8602.0
2009-12-07,10919.0
2009-12-08,6386.0
2009-12-09,4952.0
2009-12-10,4444.0
2009-12-11,5032.0
2009-12-12,4357.0
2009-12-13,8876.0
2009-12-14,17361.0
2009-12-15,7552.0
2009-12-16,5068.0
2009-12-17,5362.0
2009-12-18,17995.0
2009-12-19,5795.0
2009-12-20,9627.0
2009-12-21,9911.0
2009-12-22,11277.0
2009-12-23,5911.0
2009-12-24,4927.0
2009-12-25,3979.0
2009-12-26,4016.0
2009-12-27,9537.0
2009-12-28,14016.0
2009-12-29,8244.0
2009-12-30,6535.0
2009-12-31,4388.0
2010-01-01,4165.0
2010-01-02,5095.0
2010-01-03,6055.0
2010-01-04,6186.0
2010-01-05,4340.0
2010-01-06,4101.0
2010-01-07,4743.0
2010-01-08,5417.0
2010-01-09,7501.0
2010-01-10,13249.0
2010-01-11,9998.0
2010-01-12,5872.0
2010-01-13,5444.0
2010-01-14,5511.0
2010-01-15,5761.0
2010-01-16,6499.0
2010-01-17,60351.0
2010-01-18,17210.0
2010-01-19,10149.0
2010-01-20,8248.0
2010-01-21,7608.0
2010-01-22,8179.0
2010-01-25,97155.0
2010-01-26,28688.0
2010-01-27,16227.0
2010-01-28,12587.0
2010-01-29,11542.0
2010-01-30,10183.0
2010-01-31,10981.0
2010-02-01,28006.0
2010-02-02,20251.0
2010-02-03,24625.0
2010-02-04,19122.0
2010-02-05,24810.0
2010-02-06,22039.0
2010-02-07,72508.0
2010-02-09,35008.0
2010-02-10,15585.0
2010-02-11,9134.0
2010-02-12,6606.0
2010-02-13,4668.0
2010-02-14,3892.0
2010-02-15,3709.0
2010-02-16,3799.0
2010-02-17,3005.0
2010-02-18,3119.0
2010-02-19,2776.0
2010-02-20,2310.0
2010-02-21,2608.0
2010-02-22,2812.0
2010-02-24,4066.0
2010-02-25,2510.0
2010-02-26,2627.0
2010-02-27,2338.0
2010-02-28,2267.0
2010-03-01,2381.0
2010-03-02,2429.0
2010-03-03,2321.0
2010-03-04,3191.0
2010-03-05,6160.0
2010-03-06,2110.0
2010-03-07,2005.0
2010-03-08,2329.0
2010-03-09,2369.0
2010-03-10,2062.0
2010-03-11,1889.0
2010-03-12,2007.0
2010-03-13,1967.0
2010-03-14,1828.0
2010-03-15,2153.0
2010-03-16,2237.0
2010-03-17,2212.0
2010-03-18,2076.0
2010-03-19,1925.0
2010-03-20,1642.0
2010-03-21,1748.0
2010-03-22,2023.0
2010-03-23,2445.0
2010-03-24,3068.0
2010-03-25,2276.0
2010-03-26,2079.0
2010-03-27,1926.0
2010-03-28,1784.0
2010-03-29,1822.0
2010-03-30,2109.0
2010-03-31,2024.0
2010-04-01,1727.0
2010-04-02,1583.0
2010-04-03,1725.0
2010-04-04,1770.0
2010-04-05,2937.0
2010-04-06,2494.0
2010-04-07,2123.0
2010-04-08,1919.0
2010-04-09,1952.0
2010-04-10,1720.0
2010-04-11,1806.0
2010-04-12,1837.0
2010-04-13,2015.0
2010-04-14,1971.0
2010-04-15,2166.0
2010-04-16,2404.0
2010-04-17,1905.0
2010-04-18,1996.0
2010-04-19,2097.0
2010-04-20,2143.0
2010-04-21,2580.0
2010-04-22,3283.0
2010-04-23,7488.0
2010-04-24,4441.0
2010-04-25,2946.0
2010-04-26,2989.0
2010-04-27,3207.0
2010-04-28,2931.0
2010-04-29,2556.0
2010-04-30,2408.0
2010-05-01,1711.0
2010-05-02,1886.0
2010-05-03,2085.0
2010-05-04,2103.0
2010-05-05,1829.0
2010-05-06,2158.0
2010-05-07,2955.0
2010-05-08,1706.0
2010-05-09,1610.0
2010-05-10,2010.0
2010-05-11,1972.0
2010-05-12,2041.0
2010-05-13,1474.0
2010-05-14,1788.0
2010-05-15,1441.0
2010-05-16,1551.0
2010-05-17,1761.0
2010-05-18,1565.0
2010-05-19,1378.0
2010-05-20,1631.0
2010-05-21,1764.0
2010-05-22,1652.0
2010-05-23,1550.0
2010-05-24,1649.0
2010-05-25,1610.0
2010-05-26,1605.0
2010-05-27,1348.0
2010-05-28,1204.0
2010-05-29,1224.0
2010-05-30,1159.0
2010-05-31,1232.0
2010-06-01,1329.0
2010-06-02,1407.0
2010-06-03,1668.0
2010-06-04,1924.0
2010-06-05,1691.0
2010-06-06,1459.0
2010-06-07,2795.0
2010-06-08,8263.0
2010-06-09,1374.0
2010-06-10,1127.0
2010-06-11,897.0
2010-06-12,232.0
2010-06-13,205.0
2010-06-14,193.0
2010-06-15,548.0
2010-06-16,775.0
2010-06-17,1366.0
2010-06-18,1617.0
2010-06-19,1260.0
2010-06-20,1145.0
2010-06-21,1348.0
2010-06-22,1130.0
2010-06-23,1105.0
2010-06-24,1011.0
2010-06-25,977.0
2010-06-27,463.0
2010-06-29,1348.0
2010-06-30,1258.0
2010-07-01,1158.0
2010-07-02,1227.0
2010-07-03,1019.0
2010-07-04,911.0
2010-07-06,1564.0
2010-07-11,1251.0
2010-07-12,1185.0
2010-07-13,1397.0
2010-07-14,1404.0
2010-07-15,2093.0
2010-07-16,1731.0
2010-07-17,1495.0
2010-07-18,1391.0
2010-07-19,1444.0
2010-07-20,1753.0
2010-07-21,1721.0
2010-07-22,3386.0
2010-07-23,2380.0
2010-07-24,1847.0
2010-07-25,1900.0
2010-07-26,2835.0
2010-07-27,2435.0
2010-07-28,2440.0
2010-07-29,2698.0
2010-07-30,2587.0
2010-07-31,2812.0
2010-08-01,2146.0
2010-08-02,3413.0
2010-08-03,5930.0
2010-08-04,4690.0
2010-08-05,3180.0
2010-08-06,3009.0
2010-08-07,2637.0
2010-08-08,2579.0
2010-08-09,3432.0
2010-08-10,2755.0
2010-08-11,2895.0
2010-08-12,2879.0
2010-08-13,3411.0
2010-08-14,2437.0
2010-08-15,4055.0
2010-08-16,3947.0
2010-08-17,6276.0
2010-08-18,5385.0
2010-08-19,4631.0
2010-08-20,4963.0
2010-08-21,4252.0
2010-08-22,3948.0
2010-08-23,4631.0
2010-08-24,4080.0
2010-08-25,3232.0
2010-08-26,3590.0
2010-08-27,7022.0
2010-08-28,3207.0
2010-08-29,3434.0
2010-08-30,3597.0
2010-08-31,3345.0
2010-09-01,3495.0
2010-09-02,3657.0
2010-09-03,3964.0
2010-09-04,3238.0
2010-09-05,3811.0
2010-09-06,3722.0
2010-09-07,4681.0
2010-09-08,5177.0
2010-09-09,5570.0
2010-09-10,9246.0
2010-09-11,4188.0
2010-09-12,19268.0
2010-09-13,10623.0
2010-09-14,6450.0
2010-09-15,4889.0
2010-09-16,5521.0
2010-09-17,7691.0
2010-09-18,8741.0
2010-09-19,13366.0
2010-09-20,91684.0
2010-09-21,10889.0
2010-09-22,5526.0
2010-09-23,4803.0
2010-09-24,4137.0
2010-09-25,4039.0
2010-09-26,11276.0
2010-09-27,12285.0
2010-09-28,7502.0
2010-09-29,4656.0
2010-09-30,4069.0
2010-10-01,3907.0
2010-10-02,3647.0
2010-10-03,8183.0
2010-10-04,11038.0
2010-10-05,9214.0
2010-10-06,4663.0
2010-10-07,3844.0
2010-10-08,4125.0
2010-10-09,3304.0
2010-10-10,9505.0
2010-10-11,6982.0
2010-10-12,13913.0
2010-10-13,4868.0
2010-10-14,5243.0
2010-10-15,4240.0
2010-10-16,3309.0
2010-10-17,9446.0
2010-10-18,23749.0
2010-10-19,6112.0
2010-10-20,4208.0
2010-10-21,3878.0
2010-10-22,3851.0
2010-10-23,3007.0
2010-10-24,5063.0
2010-10-25,7054.0
2010-10-26,17839.0
2010-10-27,4916.0
2010-10-28,4472.0
2010-10-29,7663.0
2010-10-30,7091.0
2010-10-31,8222.0
2010-11-01,9229.0
2010-11-02,28184.0
2010-11-03,5376.0
2010-11-04,5714.0
2010-11-05,6511.0
2010-11-06,4159.0
2010-11-07,8670.0
2010-11-08,13675.0
2010-11-09,6063.0
2010-11-10,4320.0
2010-11-11,4349.0
2010-11-12,4449.0
2010-11-13,3579.0
2010-11-14,7151.0
2010-11-15,10000.0
2010-11-16,6091.0
2010-11-17,4095.0
2010-11-18,5215.0
2010-11-19,5457.0
2010-11-20,6209.0
2010-11-21,13913.0
2010-11-22,25892.0
2010-11-23,6746.0
2010-11-24,4081.0
2010-11-25,6067.0
2010-11-26,6271.0
2010-11-27,4413.0
2010-11-28,10206.0
2010-11-29,28456.0
2010-11-30,7434.0
2010-12-01,5712.0
2010-12-02,4403.0
2010-12-03,4061.0
2010-12-04,3723.0
2010-12-05,10747.0
2010-12-06,20386.0
2010-12-07,9594.0
2010-12-08,6300.0
2010-12-09,6735.0
2010-12-10,17384.0
2010-12-11,5265.0
2010-12-12,7526.0
2010-12-13,9218.0
2010-12-14,16640.0
2010-12-15,6511.0
2010-12-16,4858.0
2010-12-17,5097.0
2010-12-18,3443.0
2010-12-19,9015.0
2010-12-20,9097.0
2010-12-21,16062.0
2010-12-22,6635.0
2010-12-23,5154.0
2010-12-24,4114.0
2010-12-25,3279.0
2010-12-26,7506.0
2010-12-27,11846.0
2010-12-28,7356.0
2010-12-29,7155.0
2010-12-30,4635.0
2010-12-31,5414.0
2011-01-01,8182.0
2011-01-02,12076.0
2011-01-03,21893.0
2011-01-04,8617.0
2011-01-05,7873.0
2011-01-06,7684.0
2011-01-07,9769.0
2011-01-08,8938.0
2011-01-09,53003.0
2011-01-10,11881.0
2011-01-11,9887.0
2011-01-12,5548.0
2011-01-13,5504.0
2011-01-14,5974.0
2011-01-15,6126.0
2011-01-16,13364.0
2011-01-17,11471.0
2011-01-18,6527.0
2011-01-19,6016.0
2011-01-20,5897.0
2011-01-21,4835.0
2011-01-22,4488.0
2011-01-23,7888.0
2011-01-24,14049.0
2011-01-25,6544.0
2011-01-26,5476.0
2011-01-27,4890.0
2011-01-28,4669.0
2011-01-29,3611.0
2011-01-30,4363.0
2011-01-31,8725.0
2011-02-01,4256.0
2011-02-02,4224.0
2011-02-03,5090.0
2011-02-04,4605.0
2011-02-05,5092.0
2011-02-06,8036.0
2011-02-07,17626.0
2011-02-08,5647.0
2011-02-09,3957.0
2011-02-10,3918.0
2011-02-11,3495.0
2011-02-12,2734.0
2011-02-13,2542.0
2011-02-14,3056.0
2011-02-15,2897.0
2011-02-16,4807.0
2011-02-17,2858.0
2011-02-18,3052.0
2011-02-19,1899.0
2011-02-20,1844.0
2011-02-21,2622.0
2011-02-22,2168.0
2011-02-23,2281.0
2011-02-24,2398.0
2011-02-25,2114.0
2011-02-26,1778.0
2011-02-27,1996.0
2011-02-28,2407.0
2011-03-01,2323.0
2011-03-02,2356.0
2011-03-03,2219.0
2011-03-04,2119.0
2011-03-05,1552.0
2011-03-06,1890.0
2011-03-07,2315.0
2011-03-08,2184.0
2011-03-09,2370.0
2011-03-10,2022.0
2011-03-11,1786.0
2011-03-12,1915.0
2011-03-13,1936.0
2011-03-14,1855.0
2011-03-15,2126.0
2011-03-16,1663.0
2011-03-17,1709.0
2011-03-18,1505.0
2011-03-19,1306.0
2011-03-20,1405.0
2011-03-21,1659.0
2011-03-22,1862.0
2011-03-23,2079.0
2011-03-24,3904.0
2011-03-25,4152.0
2011-03-26,2403.0
2011-03-27,1774.0
2011-03-28,1974.0
2011-03-29,2147.0
2011-03-30,1993.0
2011-03-31,2159.0
2011-04-01,1780.0
2011-04-02,1424.0
2011-04-03,1623.0
2011-04-04,1683.0
2011-04-05,1915.0
2011-04-06,1788.0
2011-04-07,1681.0
2011-04-08,3697.0
